split,formula,reaction,endpoint,n_atoms,dft_energy_eV,mace_energy_eV,endpoint_energy_error_eV
train,C4H5NO2,rxn5173,reactant,12,-9809.126741717146,-9818.251790646498,-9.125048929352
train,C4H5NO2,rxn5173,transition_state,12,-9806.101420551244,-9815.182508526865,-9.081087975621
train,C4H5NO2,rxn5173,product,12,-9806.205626785293,-9815.146529947511,-8.940903162218
train,C4H5NO2,rxn5174,reactant,12,-9809.126741717146,-9818.251790646498,-9.125048929352
train,C4H5NO2,rxn5174,transition_state,12,-9807.296521959546,-9816.193104178130,-8.896582218584
train,C4H5NO2,rxn5174,product,12,-9807.831977570855,-9817.116986703888,-9.285009133033
train,C4H5NO2,rxn5175,reactant,12,-9809.126741717146,-9818.251790646498,-9.125048929352
train,C4H5NO2,rxn5175,transition_state,12,-9805.811493718000,-9815.126121129206,-9.314627411206
train,C4H5NO2,rxn5175,product,12,-9806.527370816577,-9815.404581874755,-8.877211058178
train,C4H5NO2,rxn5176,reactant,12,-9809.126741717146,-9818.251790646498,-9.125048929352
train,C4H5NO2,rxn5176,transition_state,12,-9805.632606383153,-9815.101268869750,-9.468662486597
train,C4H5NO2,rxn5176,product,12,-9806.440216781635,-9815.825320720574,-9.385103938939
train,C4H5NO2,rxn5177,reactant,12,-9809.126741717146,-9818.251790646498,-9.125048929352
train,C4H5NO2,rxn5177,transition_state,12,-9804.210006152724,-9813.226211386258,-9.016205233534
train,C4H5NO2,rxn5177,product,12,-9806.189303705232,-9814.343689014106,-8.154385308873
train,C4H5NO2,rxn5369,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5369,transition_state,12,-9805.032162135234,-9813.889267540437,-8.857105405203
train,C4H5NO2,rxn5369,product,12,-9808.341994274122,-9817.876008927606,-9.534014653484
train,C4H5NO2,rxn5370,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5370,transition_state,12,-9805.595389530572,-9815.343534917805,-9.748145387233
train,C4H5NO2,rxn5370,product,12,-9806.333061025536,-9814.950688608995,-8.617627583459
train,C4H5NO2,rxn5371,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5371,transition_state,12,-9804.737131563326,-9814.376706775109,-9.639575211782
train,C4H5NO2,rxn5371,product,12,-9807.637643666609,-9817.220201110944,-9.582557444335
train,C4H5NO2,rxn5372,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5372,transition_state,12,-9803.541876685609,-9811.709057716553,-8.167181030944
train,C4H5NO2,rxn5372,product,12,-9806.323614223047,-9815.332036570651,-9.008422347604
train,C4H5NO2,rxn5373,reactant,12,-9809.876545902427,-9819.169961239177,-9.293415336750
train,C4H5NO2,rxn5373,transition_state,12,-9806.259724970514,-9815.183860784724,-8.924135814210
train,C4H5NO2,rxn5373,product,12,-9807.741282647723,-9815.349371376609,-7.608088728886
train,C4H5NO2,rxn5374,reactant,12,-9809.876545902427,-9819.169961239177,-9.293415336750
train,C4H5NO2,rxn5374,transition_state,12,-9806.754841881075,-9815.728009635372,-8.973167754297
train,C4H5NO2,rxn5374,product,12,-9808.146288751308,-9817.572107991013,-9.425819239705
train,C4H5NO2,rxn5375,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5375,transition_state,12,-9804.280974586463,-9813.828011526459,-9.547036939995
train,C4H5NO2,rxn5375,product,12,-9805.601918839899,-9814.108147577021,-8.506228737122
train,C4H5NO2,rxn5376,reactant,12,-9809.876545902427,-9819.169961239177,-9.293415336750
train,C4H5NO2,rxn5376,transition_state,12,-9806.546027381264,-9814.970337831915,-8.424310450651
train,C4H5NO2,rxn5376,product,12,-9806.868675104091,-9816.042734925679,-9.174059821587
train,C4H5NO2,rxn5377,reactant,12,-9809.876545902427,-9819.169961239177,-9.293415336750
train,C4H5NO2,rxn5377,transition_state,12,-9805.078887738193,-9813.726795784241,-8.647908046049
train,C4H5NO2,rxn5377,product,12,-9809.439565749339,-9818.631142139697,-9.191576390358
train,C4H5NO2,rxn5378,reactant,12,-9809.876545902427,-9819.169961239177,-9.293415336750
train,C4H5NO2,rxn5378,transition_state,12,-9807.418096151154,-9816.644467376476,-9.226371225323
train,C4H5NO2,rxn5378,product,12,-9809.188915671224,-9818.572085741340,-9.383170070116
train,C4H5NO2,rxn5379,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5379,transition_state,12,-9803.363015452167,-9812.628790475284,-9.265775023117
train,C4H5NO2,rxn5379,product,12,-9805.183517162712,-9814.415117705536,-9.231600542824
train,C4H5NO2,rxn5380,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5380,transition_state,12,-9805.256811719688,-9814.493599380743,-9.236787661055
train,C4H5NO2,rxn5380,product,12,-9806.827551585040,-9815.319345890301,-8.491794305261
train,C4H5NO2,rxn5381,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5381,transition_state,12,-9806.399691319350,-9815.259163892149,-8.859472572800
train,C4H5NO2,rxn5381,product,12,-9806.674533738931,-9815.520427851643,-8.845894112712
train,C4H5NO2,rxn5382,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5382,transition_state,12,-9806.450697879383,-9815.056789087728,-8.606091208345
train,C4H5NO2,rxn5382,product,12,-9808.049585889497,-9815.069968971435,-7.020383081937
train,C4H5NO2,rxn5383,reactant,12,-9809.876545902427,-9819.169961239177,-9.293415336750
train,C4H5NO2,rxn5383,transition_state,12,-9806.417174512992,-9815.313644788437,-8.896470275446
train,C4H5NO2,rxn5383,product,12,-9809.959428147291,-9819.741352653806,-9.781924506515
train,C4H5NO2,rxn5384,reactant,12,-9809.876545902427,-9819.169961239177,-9.293415336750
train,C4H5NO2,rxn5384,transition_state,12,-9805.505949103821,-9814.204282993705,-8.698333889884
train,C4H5NO2,rxn5384,product,12,-9806.147705684423,-9815.037496153765,-8.889790469342
train,C4H5NO2,rxn5385,reactant,12,-9809.876545902427,-9819.169961239177,-9.293415336750
train,C4H5NO2,rxn5385,transition_state,12,-9804.271789604365,-9813.036695940416,-8.764906336051
train,C4H5NO2,rxn5385,product,12,-9806.285899750190,-9815.556231667646,-9.270331917456
train,C4H5NO2,rxn5386,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5386,transition_state,12,-9806.295845456598,-9814.257697477906,-7.961852021308
train,C4H5NO2,rxn5386,product,12,-9806.565643456051,-9814.823502253243,-8.257858797191
train,C4H5NO2,rxn5387,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5387,transition_state,12,-9806.550688042182,-9815.243795077819,-8.693107035637
train,C4H5NO2,rxn5387,product,12,-9806.872447073823,-9814.870780867239,-7.998333793415
train,C4H5NO2,rxn5388,reactant,12,-9809.876545901610,-9819.169961237138,-9.293415335527
train,C4H5NO2,rxn5388,transition_state,12,-9806.260009376927,-9815.017164332387,-8.757154955460
train,C4H5NO2,rxn5388,product,12,-9806.865072853408,-9816.165160108232,-9.300087254824
train,C4H5NO2,rxn5659,reactant,12,-9808.756503950550,-9818.280534738000,-9.524030787450
train,C4H5NO2,rxn5659,transition_state,12,-9805.239638808094,-9814.326511523619,-9.086872715525
train,C4H5NO2,rxn5659,product,12,-9805.422248352328,-9814.986915823511,-9.564667471182
train,C4H5NO2,rxn5660,reactant,12,-9808.756503950550,-9818.280534738000,-9.524030787450
train,C4H5NO2,rxn5660,transition_state,12,-9804.151725542966,-9813.183522296766,-9.031796753799
train,C4H5NO2,rxn5660,product,12,-9807.112266220474,-9816.289787670883,-9.177521450409
train,C4H5NO2,rxn5661,reactant,12,-9808.756503950577,-9818.280534739617,-9.524030789040
train,C4H5NO2,rxn5661,transition_state,12,-9805.137059349288,-9814.907481340148,-9.770421990859
train,C4H5NO2,rxn5661,product,12,-9805.586751185328,-9815.813290632770,-10.226539447442
train,C4H5NO2,rxn5662,reactant,12,-9808.756503950550,-9818.280534738000,-9.524030787450
train,C4H5NO2,rxn5662,transition_state,12,-9803.866806317365,-9813.923137196334,-10.056330878970
train,C4H5NO2,rxn5662,product,12,-9804.375600589769,-9813.972787748016,-9.597187158248
train,C4H5NO2,rxn5663,reactant,12,-9808.756503950550,-9818.280534738000,-9.524030787450
train,C4H5NO2,rxn5663,transition_state,12,-9805.732440168646,-9816.191959514112,-10.459519345466
train,C4H5NO2,rxn5663,product,12,-9807.973776866789,-9817.727402547980,-9.753625681191
train,C4H5NO2,rxn5664,reactant,12,-9808.756503950550,-9818.280534738000,-9.524030787450
train,C4H5NO2,rxn5664,transition_state,12,-9803.418482342133,-9813.220583109918,-9.802100767785
train,C4H5NO2,rxn5664,product,12,-9804.148378053496,-9814.435557587089,-10.287179533592
train,C4H5NO2,rxn5665,reactant,12,-9808.756503950550,-9818.280534738000,-9.524030787450
train,C4H5NO2,rxn5665,transition_state,12,-9803.678280671300,-9812.852374884811,-9.174094213511
train,C4H5NO2,rxn5665,product,12,-9805.459412420018,-9814.931839579556,-9.472427159539
train,C4H5NO2,rxn6276,reactant,12,-9810.206721884291,-9819.669795625216,-9.463073740924
train,C4H5NO2,rxn6276,transition_state,12,-9806.293482355724,-9816.153439546066,-9.859957190341
train,C4H5NO2,rxn6276,product,12,-9807.768916229043,-9817.495055899028,-9.726139669985
train,C4H5NO2,rxn6277,reactant,12,-9810.206721891202,-9819.669795626096,-9.463073734894
train,C4H5NO2,rxn6277,transition_state,12,-9806.534933165140,-9815.719950240280,-9.185017075140
train,C4H5NO2,rxn6277,product,12,-9806.981620403338,-9816.675979334550,-9.694358931212
train,C4H5NO2,rxn6278,reactant,12,-9810.206721884291,-9819.669795625216,-9.463073740924
train,C4H5NO2,rxn6278,transition_state,12,-9807.793984731805,-9817.351898007197,-9.557913275392
train,C4H5NO2,rxn6278,product,12,-9809.415106379520,-9818.858029228273,-9.442922848753
train,C4H5NO2,rxn6279,reactant,12,-9810.206721884291,-9819.669795625216,-9.463073740924
train,C4H5NO2,rxn6279,transition_state,12,-9806.284869832101,-9814.530017387291,-8.245147555190
train,C4H5NO2,rxn6279,product,12,-9808.372487260893,-9817.972934228532,-9.600446967639
train,C4H5NO2,rxn6893,reactant,12,-9810.896567871418,-9820.289895934840,-9.393328063423
train,C4H5NO2,rxn6893,transition_state,12,-9807.218322991826,-9816.453782937559,-9.235459945732
train,C4H5NO2,rxn6893,product,12,-9808.987840486476,-9818.228053383538,-9.240212897063
train,C4H5NO2,rxn6894,reactant,12,-9810.896567871418,-9820.289895934840,-9.393328063423
train,C4H5NO2,rxn6894,transition_state,12,-9807.340819431673,-9816.647655628649,-9.306836196976
train,C4H5NO2,rxn6894,product,12,-9809.554754050807,-9818.896657429386,-9.341903378579
train,C4H5NO2,rxn6895,reactant,12,-9810.896567865213,-9820.289895933049,-9.393328067836
train,C4H5NO2,rxn6895,transition_state,12,-9808.095235229132,-9816.318153268037,-8.222918038906
train,C4H5NO2,rxn6895,product,12,-9808.779121258627,-9816.189366211574,-7.410244952947
train,C4H5NO2,rxn6896,reactant,12,-9810.896567871418,-9820.289895934840,-9.393328063423
train,C4H5NO2,rxn6896,transition_state,12,-9804.020615663940,-9812.927384599221,-8.906768935281
train,C4H5NO2,rxn6896,product,12,-9807.837258673959,-9817.131992156848,-9.294733482890
train,C4H5NO2,rxn6897,reactant,12,-9810.896567865213,-9820.289895933049,-9.393328067836
train,C4H5NO2,rxn6897,transition_state,12,-9808.334895843447,-9817.673242679746,-9.338346836299
train,C4H5NO2,rxn6897,product,12,-9810.369182657576,-9819.850518441513,-9.481335783938
train,C4H5NO2,rxn6898,reactant,12,-9810.896567871418,-9820.289895934840,-9.393328063423
train,C4H5NO2,rxn6898,transition_state,12,-9807.785709929427,-9815.946402734597,-8.160692805170
train,C4H5NO2,rxn6898,product,12,-9809.407419722842,-9817.205889718174,-7.798469995332
train,C4H5NO2,rxn6899,reactant,12,-9810.896567871418,-9820.289895934840,-9.393328063423
train,C4H5NO2,rxn6899,transition_state,12,-9806.839546310963,-9816.155813258587,-9.316266947624
train,C4H5NO2,rxn6899,product,12,-9810.709375278284,-9820.195657877384,-9.486282599100
train,C4H5NO2,rxn6900,reactant,12,-9810.896567865213,-9820.289895933049,-9.393328067836
train,C4H5NO2,rxn6900,transition_state,12,-9807.674964676156,-9816.999145770889,-9.324181094733
train,C4H5NO2,rxn6900,product,12,-9810.380007894484,-9819.552828700513,-9.172820806029
train,C4H5NO2,rxn6901,reactant,12,-9810.896567865213,-9820.289895933049,-9.393328067836
train,C4H5NO2,rxn6901,transition_state,12,-9807.847027562440,-9816.731935604021,-8.884908041580
train,C4H5NO2,rxn6901,product,12,-9808.878485431571,-9817.974403522763,-9.095918091192
train,C4H5NO2,rxn7162,reactant,12,-9810.368763940822,-9819.850693002703,-9.481929061882
train,C4H5NO2,rxn7162,transition_state,12,-9807.512517924353,-9815.711598458516,-8.199080534163
train,C4H5NO2,rxn7162,product,12,-9807.939734797148,-9815.684888460994,-7.745153663845
train,C4H5NO2,rxn7163,reactant,12,-9810.368763940822,-9819.850693002703,-9.481929061882
train,C4H5NO2,rxn7163,transition_state,12,-9806.176379474007,-9815.575382072080,-9.399002598073
train,C4H5NO2,rxn7163,product,12,-9809.904481590376,-9819.459315044369,-9.554833453993
train,C4H5NO2,rxn7164,reactant,12,-9810.368763940822,-9819.850693002703,-9.481929061882
train,C4H5NO2,rxn7164,transition_state,12,-9804.691005988409,-9814.414203064245,-9.723197075837
train,C4H5NO2,rxn7164,product,12,-9809.027618132581,-9818.601043234534,-9.573425101953
train,C4H5NO2,rxn7165,reactant,12,-9810.368763940822,-9819.850693002703,-9.481929061882
train,C4H5NO2,rxn7165,transition_state,12,-9808.335211676860,-9817.673282969728,-9.338071292868
train,C4H5NO2,rxn7165,product,12,-9810.896468612173,-9820.288628399405,-9.392159787232
train,C4H5NO2,rxn7166,reactant,12,-9810.368763940822,-9819.850693002703,-9.481929061882
train,C4H5NO2,rxn7166,transition_state,12,-9806.854945412413,-9815.480003846316,-8.625058433903
train,C4H5NO2,rxn7166,product,12,-9809.499709875465,-9819.015902715266,-9.516192839801
train,C4H5NO2,rxn7167,reactant,12,-9810.368763940822,-9819.850693002703,-9.481929061882
train,C4H5NO2,rxn7167,transition_state,12,-9802.562277206067,-9811.211797898268,-8.649520692201
train,C4H5NO2,rxn7167,product,12,-9806.903655413045,-9816.311125752201,-9.407470339156
train,C4H5NO2,rxn7168,reactant,12,-9810.368763940822,-9819.850693002703,-9.481929061882
train,C4H5NO2,rxn7168,transition_state,12,-9806.660872388404,-9816.345643349256,-9.684770960852
train,C4H5NO2,rxn7168,product,12,-9809.261255702928,-9818.601794133179,-9.340538430251
train,C4H5NO2,rxn7169,reactant,12,-9810.368763940822,-9819.850693002703,-9.481929061882
train,C4H5NO2,rxn7169,transition_state,12,-9804.831880742589,-9814.668063898913,-9.836183156323
train,C4H5NO2,rxn7169,product,12,-9807.621936689795,-9816.987075029081,-9.365138339286
train,C4H5NO2,rxn7245,reactant,12,-9808.788258973265,-9818.073238277100,-9.284979303835
train,C4H5NO2,rxn7245,transition_state,12,-9805.777903479846,-9816.084783355294,-10.306879875448
train,C4H5NO2,rxn7245,product,12,-9808.063945528300,-9817.506236608682,-9.442291080382
train,C4H5NO2,rxn7246,reactant,12,-9808.788258973265,-9818.073238277100,-9.284979303835
train,C4H5NO2,rxn7246,transition_state,12,-9805.674541686207,-9814.006744205732,-8.332202519525
train,C4H5NO2,rxn7246,product,12,-9809.028367625828,-9818.281351583408,-9.252983957580
train,C4H5NO2,rxn7247,reactant,12,-9808.788258973265,-9818.073238277102,-9.284979303837
train,C4H5NO2,rxn7247,transition_state,12,-9805.280215046419,-9813.697909441064,-8.417694394644
train,C4H5NO2,rxn7247,product,12,-9806.933344035244,-9816.397816247094,-9.464472211850
train,C4H5NO2,rxn7248,reactant,12,-9808.788259014111,-9818.073238265864,-9.284979251754
train,C4H5NO2,rxn7248,transition_state,12,-9805.563682098802,-9813.946110705941,-8.382428607139
train,C4H5NO2,rxn7248,product,12,-9806.552006989899,-9814.154931312931,-7.602924323031
train,C4H5NO2,rxn7249,reactant,12,-9808.788259014111,-9818.073238265864,-9.284979251754
train,C4H5NO2,rxn7249,transition_state,12,-9804.488884614006,-9814.010237300132,-9.521352686126
train,C4H5NO2,rxn7249,product,12,-9805.796679046944,-9814.576734202230,-8.780055155286
train,C4H5NO2,rxn7250,reactant,12,-9808.788259014111,-9818.073238265864,-9.284979251754
train,C4H5NO2,rxn7250,transition_state,12,-9805.277985869947,-9814.029875208384,-8.751889338437
train,C4H5NO2,rxn7250,product,12,-9805.412610172407,-9814.619140588728,-9.206530416321
train,C4H5NO2,rxn7251,reactant,12,-9808.788258973265,-9818.073238277100,-9.284979303835
train,C4H5NO2,rxn7251,transition_state,12,-9803.671583271962,-9812.932916323532,-9.261333051571
train,C4H5NO2,rxn7251,product,12,-9805.862685376547,-9815.412413685694,-9.549728309146
train,C4H5NO2,rxn7346,reactant,12,-9810.627602927541,-9819.913838149438,-9.286235221896
train,C4H5NO2,rxn7346,transition_state,12,-9807.206740777725,-9816.697755000649,-9.491014222924
train,C4H5NO2,rxn7346,product,12,-9809.455854869999,-9819.062886673149,-9.607031803151
train,C4H5NO2,rxn7347,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7347,transition_state,12,-9806.102339067824,-9813.745277809949,-7.642938742125
train,C4H5NO2,rxn7347,product,12,-9808.995018704447,-9816.383762448339,-7.388743743892
train,C4H5NO2,rxn7348,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7348,transition_state,12,-9804.998410999038,-9813.705827825894,-8.707416826855
train,C4H5NO2,rxn7348,product,12,-9806.462872004262,-9814.199463143248,-7.736591138986
train,C4H5NO2,rxn7349,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7349,transition_state,12,-9807.213078818817,-9816.242587630855,-9.029508812038
train,C4H5NO2,rxn7349,product,12,-9809.476502635887,-9818.859079935435,-9.382577299548
train,C4H5NO2,rxn7350,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7350,transition_state,12,-9807.150050983091,-9816.145440699345,-8.995389716254
train,C4H5NO2,rxn7350,product,12,-9809.779608041315,-9819.155769624369,-9.376161583054
train,C4H5NO2,rxn7351,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7351,transition_state,12,-9807.887359806360,-9816.425973705869,-8.538613899509
train,C4H5NO2,rxn7351,product,12,-9810.376776156074,-9819.659627119305,-9.282850963231
train,C4H5NO2,rxn7352,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7352,transition_state,12,-9805.929363680336,-9815.424756568400,-9.495392888064
train,C4H5NO2,rxn7352,product,12,-9806.229755347573,-9814.707098470313,-8.477343122740
train,C4H5NO2,rxn7353,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7353,transition_state,12,-9806.906706473785,-9816.206158677331,-9.299452203546
train,C4H5NO2,rxn7353,product,12,-9808.475444362362,-9816.994766909198,-8.519322546836
train,C4H5NO2,rxn7354,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7354,transition_state,12,-9806.106350280523,-9815.268287127808,-9.161936847286
train,C4H5NO2,rxn7354,product,12,-9809.096636445769,-9818.274107585770,-9.177471140001
train,C4H5NO2,rxn7355,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7355,transition_state,12,-9807.067411716038,-9815.120691870468,-8.053280154430
train,C4H5NO2,rxn7355,product,12,-9809.161126910556,-9816.320101194020,-7.158974283464
train,C4H5NO2,rxn7356,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7356,transition_state,12,-9807.766195945911,-9816.346969457085,-8.580773511174
train,C4H5NO2,rxn7356,product,12,-9808.431214125625,-9817.802848498104,-9.371634372479
train,C4H5NO2,rxn7357,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7357,transition_state,12,-9805.508030047082,-9814.293000449266,-8.784970402185
train,C4H5NO2,rxn7357,product,12,-9808.036682160528,-9816.968339919118,-8.931657758591
train,C4H5NO2,rxn7358,reactant,12,-9810.627602930752,-9819.913838155511,-9.286235224759
train,C4H5NO2,rxn7358,transition_state,12,-9807.560137273042,-9816.661069192849,-9.100931919807
train,C4H5NO2,rxn7358,product,12,-9809.554010162916,-9819.283397484756,-9.729387321840
train,C4H5NO2,rxn7376,reactant,12,-9809.430900867332,-9819.284526820458,-9.853625953127
train,C4H5NO2,rxn7376,transition_state,12,-9805.312936623608,-9814.416471283153,-9.103534659545
train,C4H5NO2,rxn7376,product,12,-9809.600656853563,-9819.304670525386,-9.704013671822
train,C4H5NO2,rxn7377,reactant,12,-9809.430900867332,-9819.284526820460,-9.853625953128
train,C4H5NO2,rxn7377,transition_state,12,-9806.368083766727,-9815.172680821042,-8.804597054315
train,C4H5NO2,rxn7377,product,12,-9808.042274194098,-9817.679682503483,-9.637408309385
train,C4H5NO2,rxn7378,reactant,12,-9809.430900867332,-9819.284526820460,-9.853625953128
train,C4H5NO2,rxn7378,transition_state,12,-9806.468903835874,-9814.661182837661,-8.192279001787
train,C4H5NO2,rxn7378,product,12,-9806.706732268383,-9814.600665753755,-7.893933485371
train,C4H5NO2,rxn7379,reactant,12,-9809.430900908721,-9819.284526831223,-9.853625922502
train,C4H5NO2,rxn7379,transition_state,12,-9806.036127867641,-9815.866219382484,-9.830091514843
train,C4H5NO2,rxn7379,product,12,-9809.323210534574,-9818.987524623770,-9.664314089196
train,C4H5NO2,rxn7380,reactant,12,-9809.430900908721,-9819.284526831223,-9.853625922502
train,C4H5NO2,rxn7380,transition_state,12,-9806.317671709927,-9815.519385146332,-9.201713436405
train,C4H5NO2,rxn7380,product,12,-9808.338554252663,-9817.880776955310,-9.542222702647
train,C4H5NO2,rxn7381,reactant,12,-9809.430900908721,-9819.284526831223,-9.853625922502
train,C4H5NO2,rxn7381,transition_state,12,-9804.009546303700,-9811.727157015195,-7.717610711496
train,C4H5NO2,rxn7381,product,12,-9806.147787295859,-9813.536183233520,-7.388395937662
train,C4H5NO2,rxn7382,reactant,12,-9809.430900867332,-9819.284526820458,-9.853625953127
train,C4H5NO2,rxn7382,transition_state,12,-9806.024853985453,-9815.707743468876,-9.682889483423
train,C4H5NO2,rxn7382,product,12,-9806.954370642565,-9816.824137571104,-9.869766928539
train,C4H5NO2,rxn7383,reactant,12,-9809.430900867332,-9819.284526820460,-9.853625953128
train,C4H5NO2,rxn7383,transition_state,12,-9805.360159811522,-9814.765882938545,-9.405723127024
train,C4H5NO2,rxn7383,product,12,-9808.088863217452,-9818.136582767254,-10.047719549802
train,C4H5NO2,rxn7384,reactant,12,-9809.430900867332,-9819.284526820460,-9.853625953128
train,C4H5NO2,rxn7384,transition_state,12,-9806.273592381331,-9815.958720595218,-9.685128213887
train,C4H5NO2,rxn7384,product,12,-9808.421284271346,-9818.084145748286,-9.662861476940
train,C4H5NO2,rxn7903,reactant,12,-9809.735365222958,-9819.107403889444,-9.372038666486
train,C4H5NO2,rxn7903,transition_state,12,-9805.862000242094,-9814.190181363219,-8.328181121125
train,C4H5NO2,rxn7903,product,12,-9807.348662901853,-9815.194195918697,-7.845533016844
train,C4H5NO2,rxn7904,reactant,12,-9809.735365222958,-9819.107403889444,-9.372038666486
train,C4H5NO2,rxn7904,transition_state,12,-9805.155725935114,-9814.588406689863,-9.432680754750
train,C4H5NO2,rxn7904,product,12,-9808.738644789379,-9817.527011295317,-8.788366505938
train,C4H5NO2,rxn7905,reactant,12,-9809.735365222958,-9819.107403889444,-9.372038666486
train,C4H5NO2,rxn7905,transition_state,12,-9805.750547537415,-9813.551038588901,-7.800491051486
train,C4H5NO2,rxn7905,product,12,-9809.089803324228,-9818.724707590829,-9.634904266601
train,C4H5NO2,rxn7906,reactant,12,-9809.735365222958,-9819.107403889444,-9.372038666486
train,C4H5NO2,rxn7906,transition_state,12,-9807.017956622403,-9815.697579925712,-8.679623303309
train,C4H5NO2,rxn7906,product,12,-9809.115387462673,-9818.258897027556,-9.143509564883
train,C4H5NO2,rxn7907,reactant,12,-9809.735365225299,-9819.107403889744,-9.372038664445
train,C4H5NO2,rxn7907,transition_state,12,-9806.420312463741,-9815.662008843041,-9.241696379300
train,C4H5NO2,rxn7907,product,12,-9809.214650200171,-9818.361160282650,-9.146510082479
train,C4H5NO2,rxn7908,reactant,12,-9809.735365222958,-9819.107403889444,-9.372038666486
train,C4H5NO2,rxn7908,transition_state,12,-9806.192663235630,-9814.368355511760,-8.175692276131
train,C4H5NO2,rxn7908,product,12,-9807.218461036684,-9816.372555272577,-9.154094235893
train,C4H5NO2,rxn7909,reactant,12,-9809.735365222958,-9819.107403889444,-9.372038666486
train,C4H5NO2,rxn7909,transition_state,12,-9805.162403385486,-9814.965766886695,-9.803363501209
train,C4H5NO2,rxn7909,product,12,-9805.639732275478,-9814.550938608982,-8.911206333503
train,C4H5NO2,rxn7910,reactant,12,-9809.735365225299,-9819.107403889744,-9.372038664445
train,C4H5NO2,rxn7910,transition_state,12,-9805.622423259390,-9813.242418460948,-7.619995201558
train,C4H5NO2,rxn7910,product,12,-9808.834243474808,-9818.525593391523,-9.691349916715
train,C4H5NO2,rxn7911,reactant,12,-9809.735365225299,-9819.107403889744,-9.372038664445
train,C4H5NO2,rxn7911,transition_state,12,-9805.001828659053,-9814.336515167139,-9.334686508086
train,C4H5NO2,rxn7911,product,12,-9808.927615104945,-9818.200116560874,-9.272501455929
train,C4H5NO2,rxn7912,reactant,12,-9809.735365225299,-9819.107403889744,-9.372038664445
train,C4H5NO2,rxn7912,transition_state,12,-9804.779566730753,-9814.084890596072,-9.305323865319
train,C4H5NO2,rxn7912,product,12,-9809.388021060282,-9818.734354202843,-9.346333142561
train,C4H5NO2,rxn7913,reactant,12,-9809.735365222958,-9819.107403889444,-9.372038666486
train,C4H5NO2,rxn7913,transition_state,12,-9805.894503646090,-9814.641273616864,-8.746769970774
train,C4H5NO2,rxn7913,product,12,-9806.244980063711,-9814.046396002621,-7.801415938909
train,C4H5NO2,rxn7914,reactant,12,-9809.735365222958,-9819.107403889444,-9.372038666486
train,C4H5NO2,rxn7914,transition_state,12,-9806.095580100440,-9814.353976173437,-8.258396072997
train,C4H5NO2,rxn7914,product,12,-9809.558541851142,-9819.127862739857,-9.569320888715
train,C4H5NO2,rxn7915,reactant,12,-9809.735365222958,-9819.107403889444,-9.372038666486
train,C4H5NO2,rxn7915,transition_state,12,-9806.061345202997,-9815.079163788096,-9.017818585098
train,C4H5NO2,rxn7915,product,12,-9807.976635415571,-9817.331253073855,-9.354617658284
train,C4H5NO2,rxn7916,reactant,12,-9809.735365225299,-9819.107403889744,-9.372038664445
train,C4H5NO2,rxn7916,transition_state,12,-9806.341034006322,-9814.302327776986,-7.961293770664
train,C4H5NO2,rxn7916,product,12,-9808.558551127828,-9818.300976061055,-9.742424933227
train,C4H5NO2,rxn7917,reactant,12,-9809.735365225299,-9819.107403889744,-9.372038664445
train,C4H5NO2,rxn7917,transition_state,12,-9806.432578809829,-9816.037784611350,-9.605205801521
train,C4H5NO2,rxn7917,product,12,-9809.148715286794,-9818.727998196424,-9.579282909630
train,C4H5NO2,rxn7918,reactant,12,-9809.735365222958,-9819.107403889444,-9.372038666486
